Technology,TechDetail,Metric,Parameter,ParameterDetail,Value,Units,$Year,Scenario,Year,atb_year,Description,ResourceDetail,ResourceDetail2,Source,Notes,TechDetail2
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,275,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,124,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3410,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,110,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,124,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,124,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Newberry Caldera,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,275,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,275,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,275,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4268,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,123,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3375,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,110,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,108,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Valles Caldera - Redondo,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,280,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,280,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,280,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,102,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,104,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,102,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,102,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,102,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,102,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dixie Valley Power Partners,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,285,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,285,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,285,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,289,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,102,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,289,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,100,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,289,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,101,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Coso area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,285,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,285,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,285,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,358,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3860,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,115,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,358,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3148,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,358,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,104,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,East Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,300,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,300,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,300,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,29,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4774,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,125,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,29,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3642,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,113,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,29,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,110,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Clear Lake (Sulphur Bank mine),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,310,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,310,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,310,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1829,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4171,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,100,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1829,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4171,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,95,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1829,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4171,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,95,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Salton Sea area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,248,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3242,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,248,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,101,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,248,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,101,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 8.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1966,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3242,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1966,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,101,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1966,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,101,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,290,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,6340,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
